fid,cid,PC1,PC2,PC3,PC4,PC5,PC6,percent.mt,sc_ge
HG00260,910,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.8970664615139905,0.0
HG00260,911,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.3193183503438487,0.0
HG00260,912,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.1777807968790355,0.0
HG00260,913,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.1172013370076683,1.0
HG00260,914,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.5641644119361587,0.0
HG00260,915,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.2115247687130932,0.0
HG00260,916,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.308985872352478,0.0
HG00260,917,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.7771275990476999,1.0
HG00260,918,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.5064217922811297,0.0
HG00260,919,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.8602168521050221,1.0
HG00260,920,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.8406570329145244,0.0
HG00260,921,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.8884296489113431,1.0
HG00260,922,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.7007528427708983,0.0
HG00260,923,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.6403126804327516,0.0
HG00260,924,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.8604794371566871,0.0
HG00260,925,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.0116442456494779,0.0
HG00260,926,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.0320575500981545,0.0
HG00260,927,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.0445351467957391,0.0
HG00260,928,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.8035596896091487,1.0
HG00260,929,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.7320024944519049,0.0
HG00260,930,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.5286537893247304,0.0
HG00260,931,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.2512489196431396,0.0
HG00260,932,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.9773846153035922,0.0
HG00260,933,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.7501316224476188,1.0
HG00260,934,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.1818750163892665,0.0
HG00260,935,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.1019470678659265,0.0
HG00260,936,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.3035213099845845,0.0
HG00260,937,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.6109060244008294,1.0
HG00260,938,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.3432466349261224,2.0
HG00260,939,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.935032930160827,0.0
HG00260,940,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.5317017920295376,0.0
HG00260,941,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.5445137394955643,0.0
HG00260,942,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.243708811078198,0.0
HG00260,943,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.3326993411002749,0.0
HG00260,944,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.5812235959121274,0.0
HG00260,945,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.3141675429971889,0.0
HG00260,946,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.062348408323502,0.0
HG00260,947,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.3238086398999312,0.0
HG00260,948,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.0020818092258738,1.0
HG00260,949,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.8082519542092315,0.0
HG00260,950,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.5262560361919484,0.0
HG00271,951,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.8404296693156899,0.0
HG00271,952,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.3462747292946696,1.0
HG00271,953,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.8072982985088618,0.0
HG00271,954,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.0439182819695896,0.0
HG00271,955,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.2711869088305677,0.0
HG00271,956,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.2636620621970715,0.0
HG00271,957,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.1332765417291558,0.0
HG00271,958,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.4226098518811794,0.0
HG00271,959,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.5672949754167232,0.0
HG00271,960,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.2036902696628297,0.0
HG00271,961,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.3065572547395869,0.0
HG00271,962,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.7764775503438288,0.0
HG00271,963,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.1703142444776867,0.0
HG00271,964,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.1954922270043829,0.0
HG00271,965,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.8365091113004449,0.0
HG00271,966,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.3107589875288045,0.0
HG00271,967,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.2583113906644426,0.0
HG00271,968,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.6758300881802886,0.0
HG00271,969,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.901082769082422,0.0
HG00271,970,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.7828893757734525,0.0
HG00271,971,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.8531484135397619,1.0
HG00271,972,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.545320184231261,0.0
HG00271,973,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.5538950928690202,0.0
HG00271,974,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.7172608267434877,0.0
HG00271,975,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.5235577239708323,1.0
HG00271,976,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.9640508381402326,0.0
HG00271,977,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.1005471822713435,0.0
HG00271,978,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.6103075244145673,0.0
HG00271,979,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.5512507975951887,0.0
HG00271,980,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.3321371057420236,0.0
HG00271,981,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.7373518571824831,0.0
HG00271,982,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.3009830719407917,0.0
HG00271,983,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.3883626130890286,0.0
HG00271,984,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.6840687605269823,0.0
HG00271,985,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.3702143640802201,0.0
HG00271,986,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.6497408888452284,0.0
HG00271,987,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.0895431134901463,0.0
HG00271,988,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.6209721806746485,0.0
HG00271,989,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.3392552038802997,0.0
HG00271,990,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.9459065712263428,0.0
HG00271,991,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.9868546587190622,0.0
HG00271,992,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.5072948164791787,0.0
HG00271,993,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.4352132817909179,1.0
HG00271,994,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.2003385304295469,0.0
HG00271,995,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.3109457463580487,0.0
HG00271,996,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.471861229813754,0.0
HG00271,997,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.4893092389742828,0.0
HG00271,998,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.2912388842271175,0.0
HG00271,999,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.152049985849509,0.0
HG00271,1000,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.8285593272275106,0.0
HG00278,1001,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.3055254455326893,0.0
HG00278,1002,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.749906854397111,0.0
HG00278,1003,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.577603175800323,0.0
HG00278,1004,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.465205876789737,0.0
HG00278,1005,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.2244099990716509,1.0
HG00278,1006,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.3762969625953601,0.0
HG00278,1007,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.0890543182945542,0.0
HG00278,1008,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.4471065811359339,0.0
HG00278,1009,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.7633772690301012,0.0
HG00278,1010,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.4775263143397593,0.0
HG00278,1011,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.93608538873901,1.0
HG00278,1012,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.9996053109220844,0.0
HG00278,1013,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.5587224776417464,1.0
HG00278,1014,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.3808209207888262,0.0
HG00278,1015,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.6617541979416692,0.0
HG00278,1016,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.4001826107421308,0.0
HG00278,1017,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.303237032656104,0.0
HG00278,1018,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.817365544136345,1.0
HG00278,1019,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.3297737305953659,0.0
HG00278,1020,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.3683679691116612,0.0
HG00278,1021,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.2285400743248085,0.0
HG00278,1022,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.3941052399028337,0.0
HG00278,1023,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.0846853163546227,1.0
HG00278,1024,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.0523249679303242,0.0
HG00278,1025,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.1465761036222039,0.0
HG00278,1026,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.5460447320972183,0.0
HG00278,1027,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.3822429014804342,0.0
HG00278,1028,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.5877170040343406,0.0
HG00278,1029,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.4841896219021312,0.0
HG00278,1030,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.8165308436332079,1.0
HG00278,1031,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.8272655443355663,0.0
HG00278,1032,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.3904356590532889,0.0
HG00278,1033,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.2582488562630265,0.0
HG00278,1034,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.5845369488957448,1.0
HG00278,1035,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.7546500985267053,0.0
HG00278,1036,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.6263312767699749,0.0
HG00278,1037,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.3807750981330182,1.0
HG00278,1038,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.004370185716453,0.0
HG00278,1039,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.8872440590903411,0.0
HG00278,1040,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.8365670910645001,0.0
HG00278,1041,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.0991580496639161,0.0
HG00278,1042,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.929275167355436,0.0
HG00278,1043,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.6898660962443008,0.0
HG00278,1044,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.21822979491345,0.0
HG00278,1045,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.9690524907564716,0.0
HG00278,1046,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.9180544447229444,0.0
HG00278,1047,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.3476825104000279,0.0
HG00278,1048,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.5329394857375025,0.0
HG00278,1049,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.5582466332423398,0.0
HG00278,1050,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.8019583299584618,1.0
HG00285,1051,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.6458799730073099,0.0
HG00285,1052,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.4424282764234876,0.0
HG00285,1053,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.3635800303062639,0.0
HG00285,1054,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.0449778138851372,0.0
HG00285,1055,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.9847242593062586,0.0
HG00285,1056,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.5506643629485724,0.0
HG00285,1057,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.2184999864644584,0.0
HG00285,1058,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.719797182907485,0.0
HG00285,1059,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.8378538345406793,0.0
HG00285,1060,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.4718331881305981,0.0
HG00285,1061,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.2932256463455462,0.0
HG00285,1062,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.2721171986886319,3.0
HG00285,1063,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.038226264311486,0.0
HG00285,1064,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.2159552078695155,0.0
HG00285,1065,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.8299149583164096,0.0
HG00285,1066,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.1275891185974291,0.0
HG00285,1067,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.3094341642431948,0.0
HG00285,1068,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.6138742964892304,0.0
HG00285,1069,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.7253547834864658,0.0
HG00285,1070,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.2907905399434121,0.0
HG00285,1071,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.1881399423806932,0.0
HG00285,1072,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.3933378241288606,0.0
HG00285,1073,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.3701304710239942,3.0
HG00285,1074,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.8115995823448108,0.0
HG00285,1075,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.719607958137441,0.0
HG00285,1076,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.1380485654842144,0.0
HG00285,1077,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.8971534679676132,0.0
HG00285,1078,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.5269861214222962,0.0
HG00285,1079,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.5787372381588476,0.0
HG00285,1080,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.8775040295694965,0.0
HG00285,1081,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.6904813392195346,0.0
HG00285,1082,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.831039293346927,0.0
HG00285,1083,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.818400200140936,3.0
HG00285,1084,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.7178953971124308,0.0
HG00285,1085,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.3189339797289138,0.0
HG00285,1086,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.7152454820787939,0.0
HG00285,1087,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.3537920418588489,3.0
HG00285,1088,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.2965302214117139,0.0
HG00285,1089,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.9888120477320056,3.0
HG00285,1090,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.2984931732881071,0.0
HG00285,1091,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.8030689345394902,0.0
HG00285,1092,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.3740116759366182,0.0
HG00285,1093,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.619141975465679,0.0
HG00285,1094,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.037718606898622,3.0
HG00285,1095,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.5693151328208973,3.0
HG00285,1096,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.5454824208613257,0.0
HG00285,1097,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.1719791852434582,0.0
HG00285,1098,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.7480079425106085,0.0
HG00285,1099,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.00548563073362,0.0
HG00285,1100,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.0867774558911173,0.0
HG00306,1101,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.8308759411511729,1.0
HG00306,1102,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.35213026468178,2.0
HG00306,1103,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.3474518008689529,0.0
HG00306,1104,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.8019597351389993,1.0
HG00306,1105,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.5543762407074521,1.0
HG00306,1106,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.2683101792750169,0.0
HG00306,1107,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.9395610402250736,1.0
HG00306,1108,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.9626243352954316,0.0
HG00306,1109,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.2614313048394979,1.0
HG00306,1110,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.2526559598167536,1.0
HG00306,1111,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.2004436142601241,1.0
HG00306,1112,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.8716467992314091,0.0
HG00306,1113,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.0642156419618564,1.0
HG00306,1114,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.4170873358391114,0.0
HG00306,1115,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.6420214754378594,2.0
HG00306,1116,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.4755062147219808,1.0
HG00306,1117,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.6491317644107052,1.0
HG00306,1118,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.1891108044791961,1.0
HG00306,1119,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.1674603888985371,0.0
HG00306,1120,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.4097232002562347,1.0
HG00306,1121,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.036517192538939,0.0
HG00306,1122,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.5954832898361362,1.0
HG00306,1123,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.9243894476271396,1.0
HG00306,1124,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.4797074458597365,1.0
HG00306,1125,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.3550562624031781,1.0
HG00306,1126,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.2527733317754661,0.0
HG00306,1127,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.3751923250115513,1.0
HG00306,1128,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.0103693673400092,1.0
HG00306,1129,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.6607226188850316,1.0
HG00306,1130,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.0970345791788269,1.0
HG00306,1131,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.6581675202635549,1.0
HG00306,1132,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.918055430076002,1.0
HG00306,1133,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.7816562643767315,1.0
HG00306,1134,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.0210836407512799,1.0
HG00306,1135,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.985344689988344,1.0
HG00306,1136,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.9359032354018472,1.0
HG00306,1137,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.1649238375075299,1.0
HG00306,1138,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.0412498491311202,0.0
HG00306,1139,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.7944330866612571,2.0
HG00306,1140,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.4018960552186467,1.0
HG00306,1141,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.7298654191798368,0.0
HG00306,1142,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.5121715454068323,1.0
HG00306,1143,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.5157584495964375,1.0
HG00306,1144,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.9242251275298056,1.0
HG00306,1145,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.9102747332489812,1.0
HG00306,1146,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.1721650471498597,1.0
HG00306,1147,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.1183806500129307,2.0
HG00306,1148,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.9948416344707736,0.0
HG00306,1149,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.6536721611973015,1.0
HG00306,1150,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.6621789800126042,2.0
HG00308,1151,-0.0817021,0.0931623,-0.112903,0.0716068,-0.00341533,0.164967,0.0540923906642892,0.0
HG00308,1152,-0.0817021,0.0931623,-0.112903,0.0716068,-0.00341533,0.164967,0.9390681816759072,0.0
HG00308,1153,-0.0817021,0.0931623,-0.112903,0.0716068,-0.00341533,0.164967,0.4408422208871196,0.0
HG00308,1154,-0.0817021,0.0931623,-0.112903,0.0716068,-0.00341533,0.164967,0.5814554540700707,1.0
HG00308,1155,-0.0817021,0.0931623,-0.112903,0.0716068,-0.00341533,0.164967,0.5560294966126785,1.0
